recording,session,channel,n_good,r,z,nrmse,lambda,pi,mu,d
sub-002_ses-t1,ses-t1,F8,60,0.8057085329070094,1.1146744467382435,0.6034624417222676,2.501024837231734,0.036291294911984566,3,17.705676358858174
sub-002_ses-t1,ses-t1,FT8,60,0.7553165982502206,0.9852196901820387,0.7001351183231641,1.905138101555904,0.16318900012061271,2,17.9889438872964
sub-002_ses-t1,ses-t1,FC6,60,0.8021563300782445,1.1046310075332981,0.6074830879154931,2.974796502864034,0.0,4,19.399051296422527
sub-002_ses-t1,ses-t1,FC4,60,0.8524789940220392,1.2651547193983212,0.5293225599165076,3.0109115022908126,0.0,4,21.041789990512164
sub-002_ses-t1,ses-t1,FC2,60,0.8116803271494105,1.1319345724163408,0.5845716549322789,2.806231918997107,0.0,4,21.041789990512164
sub-002_ses-t1,ses-t1,FCz,60,0.9406897553039624,1.7440083406412954,0.34595398354312235,2.7366771159874608,0.0,4,22.021524975074975
sub-002_ses-t1,ses-t1,Cz,60,0.9465336266020411,1.7973762603230385,0.32313680071286593,2.493006993006993,0.0,4,22.999999999995417
sub-002_ses-t1,ses-t1,C2,60,0.9233123764454435,1.6110319205162968,0.3892045742093241,2.5812790066903744,0.0,4,22.021524975074975
sub-002_ses-t1,ses-t1,C4,60,0.8671099024544867,1.3213122776185997,0.4988656834245164,2.7382861967074716,0.0,4,21.08260936546092
sub-002_ses-t1,ses-t1,C6,60,0.8422929689774786,1.2290135878932482,0.5564052162133265,2.6487937273823885,0.0,3,20.00606534146191
sub-002_ses-t1,ses-t1,TP8,60,0.6700176603743353,0.8107751718433618,0.753636940888198,2.1803160053069592,0.10800868411530576,2,17.9889438872964
sub-002_ses-t1,ses-t1,CP6,60,0.9156788929134102,1.5615975688844106,0.427575933834348,2.9390177764386864,0.0,4,19.399051296422527
sub-002_ses-t1,ses-t1,CP4,60,0.9382542395774374,1.7232588271961922,0.3495284749469385,2.9414460592172706,0.0,4,21.041789990512164
sub-002_ses-t1,ses-t1,CP2,60,0.9462865011281161,1.7950070660002777,0.3300848378166893,2.789727513865445,0.0,4,21.041789990512164
sub-002_ses-t1,ses-t1,P2,60,0.966095576674986,2.030129713438048,0.2691629264903918,2.7769277108433736,0.0,3,16.7762971676845
sub-002_ses-t1,ses-t1,P4,60,0.9451180775001169,1.7839469743287761,0.33142150545596444,2.9353107855549525,0.0,3,17.094795802718945
sub-002_ses-t1,ses-t1,P6,60,0.9464574121817806,1.7966444582068513,0.3257088102250919,3.114265051527753,0.0,4,17.594959612644345
sub-002_ses-t1,ses-t1,P8,60,0.8406502914502466,1.2233864977821247,0.5510691080513964,2.734992767598843,0.0,4,17.705676358858174
sub-002_ses-t1,ses-t1,P10,60,0.8003890468184569,1.0996939098102876,0.7019039106202878,1.082785649683449,0.4803135363280072,1,22.999999999986578
sub-002_ses-t1,ses-t1,PO8,60,0.9428646400812687,1.7632477967519682,0.3398070207421751,2.472548665099741,0.0003615982643283312,3,17.9889438872964
sub-002_ses-t1,ses-t1,O2,60,0.9373161491371241,1.7154775067443324,0.3512334667000957,2.228836536723504,0.00030125926372235944,2,17.988943887277408
sub-002_ses-t2,ses-t2,Fp1,54,0.9060528484166732,1.5050287021288473,0.4302720312341089,2.4033279073973595,0.03581117742810635,3,17.988943887277408
sub-002_ses-t2,ses-t2,AF7,54,0.9288131295408649,1.6496758680987262,0.3710273448251847,2.6029544769369912,0.03629785951160688,4,17.9889438872964
