# OpenNeuro ds003775 v1.2.1 cleaned epochs: size in bytes and MD5 from the git-annex keys of mirror commit cb354b249827d17fa0575b2b42521ba25982c16b
path	size	md5
derivatives/cleaned_epochs/sub-102/ses-t1/eeg/sub-102_ses-t1_task-resteyesc_desc-epochs_eeg.set	115483072	ee87e1e4d4db3a810670891228c97641
derivatives/cleaned_epochs/sub-103/ses-t1/eeg/sub-103_ses-t1_task-resteyesc_desc-epochs_eeg.set	115475688	cef4ccbfee8ba61e12fe219c6df4c27b
derivatives/cleaned_epochs/sub-104/ses-t1/eeg/sub-104_ses-t1_task-resteyesc_desc-epochs_eeg.set	111296208	ca30ed32631349b0693401ecb2751df7
derivatives/cleaned_epochs/sub-104/ses-t2/eeg/sub-104_ses-t2_task-resteyesc_desc-epochs_eeg.set	122152	702641dfe767766ee8aa548ce62b5833
derivatives/cleaned_epochs/sub-105/ses-t1/eeg/sub-105_ses-t1_task-resteyesc_desc-epochs_eeg.set	115472112	e1f1ba5f086e574662c8f3a4d342461c
derivatives/cleaned_epochs/sub-105/ses-t2/eeg/sub-105_ses-t2_task-resteyesc_desc-epochs_eeg.set	115472200	a7df9531233bdad9e1b28598ccc668cc
derivatives/cleaned_epochs/sub-106/ses-t1/eeg/sub-106_ses-t1_task-resteyesc_desc-epochs_eeg.set	115474696	db1c98f4432115b7921258ceaeb257db
derivatives/cleaned_epochs/sub-106/ses-t2/eeg/sub-106_ses-t2_task-resteyesc_desc-epochs_eeg.set	115473512	b5b234378aa57996ef5509b0c35bb668
derivatives/cleaned_epochs/sub-107/ses-t1/eeg/sub-107_ses-t1_task-resteyesc_desc-epochs_eeg.set	115473544	ff5405a4c2659514ecfaff2e23aee31a
derivatives/cleaned_epochs/sub-108/ses-t1/eeg/sub-108_ses-t1_task-resteyesc_desc-epochs_eeg.set	115472112	d1e291596302a035b19df444dcdad564
derivatives/cleaned_epochs/sub-109/ses-t1/eeg/sub-109_ses-t1_task-resteyesc_desc-epochs_eeg.set	111289960	1f465c4f8ac97fec64639ea45118b8cb
derivatives/cleaned_epochs/sub-110/ses-t1/eeg/sub-110_ses-t1_task-resteyesc_desc-epochs_eeg.set	115482168	367ecf4a0b2cb22f9ab6acadb2832ff0
derivatives/cleaned_epochs/sub-110/ses-t2/eeg/sub-110_ses-t2_task-resteyesc_desc-epochs_eeg.set	115474552	1b8b03f15ae94544a7cbfad3b68d95b1
derivatives/cleaned_epochs/sub-111/ses-t1/eeg/sub-111_ses-t1_task-resteyesc_desc-epochs_eeg.set	115474656	3c065867cb6e72b0abbc81fb241bf168
