x y seen unseen
84.0400 -0.8002 -0.8002 nan
84.0800 -0.8088 -0.8088 nan
84.1200 -0.8175 -0.8175 nan
84.1600 -0.8261 -0.8261 nan
84.2000 -0.8348 -0.8348 nan
84.2400 -0.8435 -0.8435 nan
84.2800 -0.8522 -0.8522 nan
84.3200 -0.8609 -0.8609 nan
84.3600 -0.8696 -0.8696 nan
84.4000 -0.8783 -0.8783 nan
84.4400 -0.8870 -0.8870 nan
84.4800 -0.8957 -0.8957 nan
84.5200 -0.9044 -0.9044 nan
84.5600 -0.9130 -0.9130 nan
84.6000 -0.9217 -0.9217 nan
84.6400 -0.9304 -0.9304 nan
84.6800 -0.9391 -0.9391 nan
84.7200 -0.9478 -0.9478 nan
84.7600 -0.9565 -0.9565 nan
84.8000 -0.9652 -0.9652 nan
84.8400 -0.9739 -0.9739 nan
84.8800 -0.9825 -0.9825 nan
84.9200 -0.9912 -0.9912 nan
84.9600 -0.9998 -0.9998 nan
85.0000 -1.0085 -1.0085 nan
85.0400 -1.0171 -1.0171 nan
85.0800 -1.0257 -1.0257 nan
85.1200 -1.0343 -1.0343 nan
85.1600 -1.0429 -1.0429 nan
85.2000 -1.0515 -1.0515 nan
85.2400 -1.0601 -1.0601 nan
85.2800 -1.0686 -1.0686 nan
85.3200 -1.0772 -1.0772 nan
85.3600 -1.0857 -1.0857 nan
85.4000 -1.0942 -1.0942 nan
85.4400 -1.1027 -1.1027 nan
85.4800 -1.1112 -1.1112 nan
85.5200 -1.1196 -1.1196 nan
85.5600 -1.1280 -1.1280 nan
85.6000 -1.1364 -1.1364 nan
85.6400 -1.1448 -1.1448 nan
85.6800 -1.1532 -1.1532 nan
85.7200 -1.1615 -1.1615 nan
85.7600 -1.1698 -1.1698 nan
85.8000 -1.1781 -1.1781 nan
85.8400 -1.1864 -1.1864 nan
85.8800 -1.1946 -1.1946 nan
85.9200 -1.2028 -1.2028 nan
85.9600 -1.2110 -1.2110 nan
86.0000 -1.2191 -1.2191 nan
